Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,BF Smith,A Capsey,HK Matthews,0,0
2,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,BF Smith,A Capsey,HK Matthews,0,0
3,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,BF Smith,A Capsey,HK Matthews,0,0
4,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,BF Smith,A Capsey,HK Matthews,1,0
5,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,A Capsey,BF Smith,2,0
6,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,BF Smith,NE Farrant,HK Matthews,2,0
7,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,BF Smith,NE Farrant,HK Matthews,3,0
8,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,NE Farrant,BF Smith,4,0
9,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,BF Smith,NE Farrant,HK Matthews,4,0
10,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,BF Smith,NE Farrant,HK Matthews,5,0
11,0,1,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,BF Smith,MK Villiers,HK Matthews,5,1
12,4,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,MK Villiers,HK Matthews,9,1
13,4,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,MK Villiers,HK Matthews,13,1
14,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,MK Villiers,HK Matthews,14,1
15,4,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,MK Villiers,G Redmayne,18,1
16,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,A Capsey,G Redmayne,18,1
17,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,A Capsey,G Redmayne,18,1
18,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,A Capsey,G Redmayne,19,1
19,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,A Capsey,HK Matthews,19,1
20,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,A Capsey,HK Matthews,19,1
21,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,NE Farrant,G Redmayne,19,1
22,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,NE Farrant,G Redmayne,19,1
23,4,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,NE Farrant,G Redmayne,23,1
24,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,NE Farrant,G Redmayne,24,1
25,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,NE Farrant,HK Matthews,25,1
26,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,D van Niekerk,G Redmayne,25,1
27,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,D van Niekerk,G Redmayne,26,1
28,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,D van Niekerk,HK Matthews,26,1
29,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,D van Niekerk,HK Matthews,27,1
30,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,D van Niekerk,G Redmayne,28,1
31,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,D Gregory,G Redmayne,29,1
32,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,D Gregory,G Redmayne,29,1
33,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,D Gregory,G Redmayne,30,1
34,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,D Gregory,HK Matthews,30,1
35,4,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,D Gregory,HK Matthews,34,1
36,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,D Gregory,HK Matthews,35,1
37,2,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,GJ Gibbs,G Redmayne,37,1
38,2,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,GJ Gibbs,G Redmayne,39,1
39,3,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,GJ Gibbs,G Redmayne,42,1
40,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,GJ Gibbs,HK Matthews,43,1
41,2,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,GJ Gibbs,HK Matthews,45,1
42,5,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,GJ Gibbs,HK Matthews,50,1
43,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,GJ Gibbs,HK Matthews,51,1
44,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,GJ Gibbs,G Redmayne,52,1
45,0,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,D van Niekerk,G Redmayne,52,1
46,0,1,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,HK Matthews,D van Niekerk,G Redmayne,52,2
47,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,SJ Taylor,D van Niekerk,G Redmayne,53,2
48,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,D van Niekerk,SJ Taylor,54,2
49,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,SJ Taylor,D van Niekerk,G Redmayne,55,2
50,1,0,Welsh Fire,1,2021,female,Welsh Fire,12 runs,"Kennington Oval, London",Oval Invincibles,field,Oval Invincibles,G Redmayne,D van Niekerk,SJ Taylor,56,2
