Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,L Wood,CA Lynn,1,0
2,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,CA Lynn,L Wood,A Lyth,2,0
3,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,CA Lynn,L Wood,A Lyth,2,0
4,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,CA Lynn,L Wood,A Lyth,3,0
5,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,L Wood,CA Lynn,4,0
6,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,CA Lynn,L Wood,A Lyth,5,0
7,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,M Carter,CA Lynn,6,0
8,0,1,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,CA Lynn,M Carter,A Lyth,6,1
9,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,BA Stokes,M Carter,A Lyth,7,1
10,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,M Carter,BA Stokes,7,1
11,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,M Carter,BA Stokes,7,1
12,4,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,BA Stokes,JE Root,A Lyth,11,1
13,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,BA Stokes,JE Root,A Lyth,12,1
14,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,JE Root,BA Stokes,13,1
15,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,BA Stokes,JE Root,A Lyth,13,1
16,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,BA Stokes,JE Root,A Lyth,13,1
17,4,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,BA Stokes,M Carter,A Lyth,17,1
18,0,1,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,BA Stokes,M Carter,A Lyth,17,2
19,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,HC Brook,M Carter,A Lyth,17,2
20,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,HC Brook,M Carter,A Lyth,17,2
21,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,HC Brook,M Carter,A Lyth,18,2
22,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,HC Brook,M Carter,A Lyth,19,2
23,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,HC Brook,M Carter,A Lyth,19,2
24,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,HC Brook,M Carter,A Lyth,20,2
25,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,M Carter,HC Brook,20,2
26,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,M Carter,HC Brook,20,2
27,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,M Carter,HC Brook,21,2
28,4,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,M Carter,HC Brook,25,2
29,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,SR Patel,HC Brook,26,2
30,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,HC Brook,SR Patel,A Lyth,27,2
31,1,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,A Lyth,SR Patel,HC Brook,28,2
32,0,0,Northern Superchargers,1,2021,male,Trent Rockets,2 wickets,"Trent Bridge, Nottingham",Northern Superchargers,bat,Trent Rockets,HC Brook,SR Patel,A Lyth,28,2
