Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,1,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,SJ Bryce,G Ballinger,TT Beaumont,1,0
2,4,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,TT Beaumont,G Ballinger,SJ Bryce,5,0
3,0,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,TT Beaumont,G Ballinger,SJ Bryce,5,0
4,1,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,TT Beaumont,G Ballinger,SJ Bryce,6,0
5,0,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,SJ Bryce,G Ballinger,TT Beaumont,6,0
6,0,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,SJ Bryce,ML Schutt,TT Beaumont,6,0
7,1,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,SJ Bryce,ML Schutt,TT Beaumont,7,0
8,4,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,TT Beaumont,ML Schutt,SJ Bryce,11,0
9,0,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,TT Beaumont,ML Schutt,SJ Bryce,11,0
10,0,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,TT Beaumont,ML Schutt,SJ Bryce,11,0
11,0,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,SJ Bryce,FR Davies,TT Beaumont,11,0
12,4,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,SJ Bryce,FR Davies,TT Beaumont,15,0
13,0,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,SJ Bryce,FR Davies,TT Beaumont,15,0
14,4,0,Welsh Fire,1,2022,female,London Spirit,8 wickets,"Lord's, London",Welsh Fire,bat,London Spirit,SJ Bryce,FR Davies,TT Beaumont,19,0
