Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,3,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JJ Roy,GHS Garton,WG Jacks,3,0
2,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,GHS Garton,JJ Roy,4,0
3,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JJ Roy,GHS Garton,WG Jacks,5,0
4,4,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,GHS Garton,JJ Roy,9,0
5,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,GHS Garton,JJ Roy,10,0
6,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JJ Roy,DR Briggs,WG Jacks,11,0
7,4,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,DR Briggs,JJ Roy,15,0
8,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,DR Briggs,JJ Roy,15,0
9,4,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,DR Briggs,JJ Roy,19,0
10,6,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,DR Briggs,JJ Roy,25,0
11,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JJ Roy,TS Mills,WG Jacks,26,0
12,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,TS Mills,JJ Roy,26,0
13,6,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,TS Mills,JJ Roy,32,0
14,4,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,TS Mills,JJ Roy,36,0
15,6,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,TS Mills,JJ Roy,42,0
16,4,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,GHS Garton,JJ Roy,46,0
17,0,1,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,WG Jacks,GHS Garton,JJ Roy,46,1
18,0,1,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,CA Ingram,GHS Garton,JJ Roy,46,2
19,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,GHS Garton,JJ Roy,46,2
20,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,GHS Garton,JJ Roy,46,2
21,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JJ Roy,GHS Garton,SW Billings,46,2
22,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JJ Roy,GHS Garton,SW Billings,47,2
23,4,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,GHS Garton,JJ Roy,51,2
24,4,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,GHS Garton,JJ Roy,55,2
25,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,GHS Garton,JJ Roy,56,2
26,0,1,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JJ Roy,DR Briggs,SW Billings,56,3
27,3,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,DR Briggs,SW Billings,59,3
28,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,DR Briggs,SP Narine,59,3
29,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,DR Briggs,SP Narine,59,3
30,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,DR Briggs,SP Narine,60,3
31,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,JB Lintott,SP Narine,61,3
32,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,JB Lintott,SW Billings,62,3
33,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,JB Lintott,SP Narine,63,3
34,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,JB Lintott,SW Billings,64,3
35,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,JB Lintott,SP Narine,64,3
36,0,1,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SW Billings,JB Lintott,SP Narine,64,4
37,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,LJ Evans,JB Lintott,SP Narine,65,4
38,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,JB Lintott,LJ Evans,66,4
39,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,LJ Evans,JB Lintott,SP Narine,67,4
40,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,JB Lintott,LJ Evans,68,4
41,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,TS Mills,LJ Evans,68,4
42,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,TS Mills,LJ Evans,68,4
43,2,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,TS Mills,LJ Evans,70,4
44,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,TS Mills,LJ Evans,71,4
45,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,LJ Evans,TS Mills,SP Narine,71,4
46,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,LJ Evans,DR Briggs,SP Narine,71,4
47,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,LJ Evans,DR Briggs,SP Narine,72,4
48,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,DR Briggs,LJ Evans,73,4
49,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,LJ Evans,DR Briggs,SP Narine,74,4
50,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,DR Briggs,LJ Evans,75,4
51,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,JB Lintott,LJ Evans,75,4
52,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,JB Lintott,LJ Evans,76,4
53,0,1,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,LJ Evans,JB Lintott,SP Narine,76,5
54,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,AJ Blake,JB Lintott,SP Narine,77,5
55,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,JB Lintott,AJ Blake,78,5
56,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,AJ Blake,CJ Jordan,SP Narine,79,5
57,0,1,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,SP Narine,CJ Jordan,AJ Blake,79,6
58,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,TK Curran,CJ Jordan,AJ Blake,80,6
59,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,AJ Blake,CJ Jordan,TK Curran,81,6
60,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,TK Curran,CJ Jordan,AJ Blake,82,6
61,0,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,TK Curran,DR Briggs,AJ Blake,82,6
62,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,TK Curran,DR Briggs,AJ Blake,83,6
63,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,AJ Blake,DR Briggs,TK Curran,84,6
64,1,0,Oval Invincibles,1,2021,male,Southern Brave,6 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,TK Curran,DR Briggs,AJ Blake,85,6
