Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,FR Davies,SJ Johnson,0,0
2,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,FR Davies,SJ Johnson,0,0
3,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,FR Davies,SJ Johnson,1,0
4,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,FR Davies,RH Priest,1,0
5,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,FR Davies,RH Priest,2,0
6,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,ND Dattani,SJ Johnson,2,0
7,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,ND Dattani,SJ Johnson,2,0
8,4,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,ND Dattani,SJ Johnson,6,0
9,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,ND Dattani,SJ Johnson,7,0
10,4,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,ND Dattani,RH Priest,11,0
11,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,DB Sharma,SJ Johnson,12,0
12,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,DB Sharma,RH Priest,12,0
13,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,DB Sharma,RH Priest,12,0
14,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,DB Sharma,RH Priest,12,0
15,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,DB Sharma,RH Priest,13,0
16,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,DB Sharma,SJ Johnson,14,0
17,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,DB Sharma,RH Priest,14,0
18,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,DB Sharma,RH Priest,14,0
19,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,DB Sharma,RH Priest,15,0
20,4,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,DB Sharma,SJ Johnson,19,0
21,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,FR Davies,RH Priest,19,0
22,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,FR Davies,RH Priest,20,0
23,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,FR Davies,SJ Johnson,21,0
24,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,FR Davies,RH Priest,22,0
25,4,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,FR Davies,SJ Johnson,26,0
26,6,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,CL Tryon,SJ Johnson,32,0
27,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,CL Tryon,SJ Johnson,32,0
28,6,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,CL Tryon,SJ Johnson,38,0
29,4,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,CL Tryon,SJ Johnson,42,0
30,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,CL Tryon,SJ Johnson,42,0
31,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,CL Tryon,SJ Johnson,42,0
32,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,CE Dean,RH Priest,42,0
33,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,CE Dean,RH Priest,43,0
34,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,CE Dean,SJ Johnson,44,0
35,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,CE Dean,RH Priest,44,0
36,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,CE Dean,RH Priest,44,0
37,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,HC Knight,RH Priest,45,0
38,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,HC Knight,SJ Johnson,45,0
39,6,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,HC Knight,SJ Johnson,51,0
40,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,HC Knight,SJ Johnson,51,0
41,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,HC Knight,SJ Johnson,52,0
42,0,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,DR Gibson,SJ Johnson,52,0
43,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,DR Gibson,SJ Johnson,53,0
44,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,DR Gibson,SJ Johnson,54,0
45,1,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,SJ Johnson,DR Gibson,RH Priest,55,0
46,4,0,Trent Rockets,1,2021,female,Trent Rockets,18 runs,"Lord's, London",Trent Rockets,bat,London Spirit,RH Priest,DR Gibson,SJ Johnson,59,0
